cik,company_name,ticker
278165,OMNIQ Corp.,OMQS
1004724,"REGIONAL HEALTH PROPERTIES, INC",RHEP
1611747,Scinai Immunotherapeutics Ltd.,SCNI
1806904,EZGO Technologies Ltd.,EZGO
22701,"SUNation Energy, Inc.",SUNE
1741534,MDJM LTD,UOKA
1671502,"Quoin Pharmaceuticals, Ltd.",QNRX
1062506,ATLANTICA INC,ALDA
1671132,Music Licensing Inc.,SONG
1815903,"Petros Pharmaceuticals, Inc.",PTPI
1028357,BITTERROOT RESOURCES LTD,BITTF
1515317,MAGELLAN COPPER & GOLD INC.,MAGE
1743745,"Greenlane Holdings, Inc.",GNLN
1648087,AMERICAN REBEL HOLDINGS INC,AREB
1919191,PGD ECO SOLUTIONS,PGDE
1743340,TuanChe Ltd,TC
1892025,"Optimus Healthcare Services, Inc.",OHCS
1417926,"NAYA Biosciences, Inc.",NAYA
1085277,"SKINVISIBLE, INC.",SKVI
1502758,NuLegacy Gold Corp,NULGF
1801834,PAINREFORM LTD.,PRFX
856984,"QHSLab, Inc.",USAQ
1737193,Luduson G Inc.,LDSN
1460702,"Qualigen Therapeutics, Inc.",QLGN
1643301,"Avenir Wellness Solutions, Inc.",AVRW
1613979,ZEPHYR MINERALS LTD.,ZPHYF
1025771,CHASE PACKAGING CORP,WHLT
1888014,AKANDA CORP.,AKAN
1544400,NFiniTi inc.,NFTN
1416090,BLUSKY AI INC.,IMII
1843875,TRACCOM INC.,TRCC
1713539,Kaixin Holdings,KXIN
1421981,Peer To Peer Network,PTOP
1199392,EMERGENT METALS CORP.,EGMCF
1604191,"Entero Therapeutics, Inc.",ENTO
1888151,Femto Technologies Inc.,FMTO
1674227,SCWorx Corp.,WORX
1673475,"GPO Plus, Inc.",GPOX
1874097,Cyngn Inc.,CYN
847942,STRATEGIC ACQUISITIONS INC /NV/,STQN
1182731,ConneXionONE Corp.,CNNN
925779,HIRU Corp,HIRU
1911467,"Circle Energy, Inc./NV",CRCE
1547705,Bluefire Equipment Corp,BLFR
1424404,Wolverine Resources Corp.,WOLV
1639142,Aether Global Innovations Corp.,AETHF
79661,PORTSMOUTH SQUARE INC,PRSI
1810560,"REVELATION BIOSCIENCES, INC.",REVB
1741220,CW Petroleum Corp,CWPE
933738,ENGLOBAL CORP,ENGC
1624517,Yuenglings Ice Cream Corp,YCRM
1358633,SENTIENT BRANDS HOLDINGS INC.,SNBH
1454742,"GOOD GAMING, INC.",GMER
1703625,"NAPC Defense, Inc.",BLIS
1679817,"OZOP ENERGY SOLUTIONS, INC.",OZSC
1338929,"Authentic Holdings, Inc.",AHRO
1786182,"First High-School Education Group Co., Ltd.",FHSEY
1404593,Medical Care Technologies Inc.,MDCE
1704287,"Bluejay Diagnostics, Inc.",BJDX
1729944,"IMAC Holdings, Inc.",BACK
1022899,"Protagenic Therapeutics, Inc.new",PTIX
814926,"CAPSTONE COMPANIES, INC.",CAPC
1066130,FE Battery Metals Corp.,FEMFF
1476963,"Scorpius Holdings, Inc.",SCPX
1434737,"SPIRITS TIME INTERNATIONAL, INC.",SRSG
1132979,FIRST REPUBLIC BANK,FRCB
1700849,Vado Corp.,VADP
1785056,"Interactive Strength, Inc.",TRNR
1324759,HONG YUAN HOLDING GROUP,HGYN
1688126,Crypto Co,CRCW
1088638,"MASTERMIND, INC.",MMND
1589150,Regen BioPharma Inc,RGBP
1643721,"LEAFBUYER TECHNOLOGIES, INC.",LBUY
1471781,GBT Technologies Inc.,GTCH
946486,WINDTREE THERAPEUTICS INC /DE/,WINT
1821424,Ucommune International Ltd,UK
1798458,"Carriage House Event Center, Inc.",CRGH
1133192,VIPER NETWORKS INC,VPER
319458,Enservco Corp,ENSV
1165320,GB SCIENCES INC,GBLX
1304077,"Franklin Mining, Inc.",FMNJ
1922639,Permex Petroleum Corp,OILCF
1100788,INTERNATIONAL STAR INC,ILST
1723980,"China SXT Pharmaceuticals, Inc.",SXTC
1429560,TREVENA INC,TRVN
1029125,"Panbela Therapeutics, Inc.",PBLA
1321834,"TNF Pharmaceuticals, Inc.",TNFA
1530746,"Kaya Holdings, Inc.",KAYS
1143994,MACREPORT NET INC,MRPT
1884072,Adamas One Corp.,JEWL
934796,NETWORK CN INC,NWCN
1415758,Nevada Sunrise Metals Corp.,NVSGF
1807765,PMV Consumer Acquisition Corp.,PMVC
1331421,"HALLMARK VENTURE GROUP, INC.",HLLK
1563298,Energy & Water Development Corp,EAWD
1809616,Universe Pharmaceuticals INC,UPC
1484674,"ALL THINGS MOBILE ANALYTIC, INC.",ATMH
1776073,CBD Life Sciences Inc.,CBDL
849997,FEC Resources Inc.,FECOF
825171,37 CAPITAL INC,HHHEF
1973368,SRIVARU Holding Ltd,SVUHF
1464865,"Accredited Solutions, Inc.",ASII
1515139,WASTE ENERGY CORP.,WAST
1880419,Fernhill Corp,FERN
1963088,"AtlasClear Holdings, Inc.",ATCH
1530425,"Artisan Consumer Goods, Inc.",ARRT
1284454,Yong Bai Chao New Retail Corp,YBCN
1520118,"INTEGRATED VENTURES, INC.",INTV
1533357,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,DTII
1465470,NaturalShrimp Inc,SHMP
1872812,TC BioPharm (Holdings) plc,TCBP
1609258,PetroGas Co,PTCO
1584480,"Startech Labs, Inc.",LAAB
1349706,"TurnOnGreen, Inc.",TOGI
1964021,noco-noco Inc.,NCNCF
862668,ESCALON MEDICAL CORP,ESMC
1376804,"VNUE, Inc.",VNUE
1346917,GENTOR RESOURCES INC.,GNTOF
1080448,PATRIOT GOLD CORP,PGOL
1586554,Target Group Inc.,CBDY
1138978,"Novo Integrated Sciences, Inc.",NVOS
1401835,Star Gold Corp.,SRGZ
774415,OneSolution Technology Inc.,KRFG
1127475,"Digital Brand Media & Marketing Group, Inc.",DBMM
1873213,Birdie Win Corp,BRWC
1599117,"Mentor Capital, Inc.",MNTR
1350156,PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.,PAXH
1483646,"BLACKSTAR ENTERPRISE GROUP, INC.",BEGI
1682265,Onar Holding Corp,ONAR
1076682,"POLARITYTE, INC.",RGTPQ
1552189,"PANACEA LIFE SCIENCES HOLDINGS, INC.",PLSH
1417664,"Value Exchange International, Inc.",VEII
884380,"1812 Brewing Company, Inc.",KEGS
764630,SHOREPOWER TECHNOLOGIES INC.,SPEV
1619227,"Cloudweb, Inc.",CLOW
835662,"AiXin Life International, Inc.",AIXN
1651992,"Appsoft Technologies, Inc.",ASFT
1518336,Dream Homes & Development Corp.,DREM
1609436,Mexican Gold Mining Corp.,MEXGF
1880431,Vocodia Holdings Corp,VHAI
2041890,"Humble Energy, Inc./FL",HUML
1001601,"MGT CAPITAL INVESTMENTS, INC.",MGTI
1971260,Web3 Ventures Inc.,CLDVF
1060888,LIFEQUEST WORLD CORP.,LQWC
1440799,MMEX Resources Corp,MMEX
1172069,"P2 Solar, Inc.",PTOS
1668010,"Digital Brands Group, Inc.",DBGI
1537561,"Arch Therapeutics, Inc.",ARTH
849636,RespireRx Pharmaceuticals Inc.,RSPI
1445467,AVRUPA MINERALS LTD.,AVPMF
1593549,"Livento Group, Inc.",NUGN
1419559,"CAM GROUP, INC.",CAMG
803097,"SportsQuest, Inc.",SPQS
1593001,"NightFood Holdings, Inc.",NGTF
1584754,"Akoustis Technologies, Inc.",AKTSQ
1616291,Jupai Holdings Ltd,JPPYY
790273,CONECTISYS CORP,CONC
1335288,ReoStar Energy CORP,REOS
1498547,"CIM REAL ESTATE FINANCE TRUST, INC.",CMRF
1661166,Legion Capital Corp,LGCP
1680132,CANNABIS SUISSE CORP.,CSUI
1346287,China Teletech Holding Inc,CNCT
1543637,"Nu-Med Plus, Inc.",NUMD
1355790,International Stem Cell CORP,ISCO
1461708,"Green Star Products, Inc.",GSPI
820771,Goliath Film & Media Holdings,GFMH
1607004,"METATRON APPS, INC.",MRNJ
915661,GREEN LEAF INNOVATIONS INC,GRLF
1680689,"Natural Resource Holdings, Inc.",NRHI
1342958,"DIGITAL ALLY, INC.",DGLY
1747661,"Color Star Technology Co., Ltd.",ADD
1474558,"KAT EXPLORATION, INC.",KATX
1695473,"Greater Cannabis Company, Inc.",GCAN
1788841,micromobility.com Inc.,MCOM
1356914,ECOPLUS INC,ECPL
1049011,KID CASTLE EDUCATIONAL CORP,KDCE
1508348,"AmeriCann, Inc.",ACAN
1536394,"U.S. Lighting Group, Inc.",USLG
1084475,"Video River Networks, Inc.",NIHK
1497130,"Nano Mobile Healthcare, Inc.",VNTH
1877461,1606 CORP.,CBDW
894560,BIOETHICS LTD,BOTH
1346655,"CMG HOLDINGS GROUP, INC.",CMGO
1530185,"Ameritek Ventures, Inc.",ATVK
1084937,NOW CORPORATION/NV,NWPN
1319643,Lode-Star Mining Inc.,LSMG
1008654,TUPPERWARE BRANDS CORP,TUPBQ
2024283,Papa Medical Inc.,PAPA
1961,WORLDS INC,WDDD
1427644,"Telco Cuba, Inc.",SLDC
1517389,"Jubilant Flame International, Ltd",JFIL
1290658,"IIOT-OXYS, Inc.",ITOX
1375793,"Metalert, Inc.",MLRT
1575142,"BIOADAPTIVES, INC.",BDPT
824416,QUEST PATENT RESEARCH CORP,QPRC
1485074,"Freeze Tag, Inc.",FRZT
1346022,Enertopia Corp.,ENRT
1098462,METALINK LTD,MTLK
1559157,"Sunstock, Inc.",SSOK
1555017,"Sky Century Investment, Inc.",SKYI
1370816,"FBC Holding, Inc.",FBCD
1807616,Hi-Great Group Holding Co,HIGR
1625288,"NEXIEN BIOPHARMA, INC.",NXEN
912544,NovelStem International Corp.,NSTM
720762,NON INVASIVE MONITORING SYSTEMS INC /FL/,NIMU
1407704,"LINGERIE FIGHTING CHAMPIONSHIPS, INC.",BOTY
1292490,"Synbio International, Inc.",SYIN
1948884,Gamer Pakistan Inc,GPAK
1838876,"GeoSolar Technologies, Inc.",GSLR
918573,GROOVE BOTANICALS INC.,GRVE
1416697,"Blue Line Protection Group, Inc.",BLPG
1733298,Qutoutiao Inc.,QTTOY
1132509,New Momentum Corp.,NNAX
1794942,"Stark Focus Group, Inc.",SKFG
887151,Capstone Holding Corp.,CAPS
1434601,"Marquie Group, Inc.",TMGI
1661600,SATIVUS TECH CORP.,SATT
890725,GELSTAT CORP,GSAC
1502152,GlobeStar Therapeutics Corp,GSTC
1760026,Regenerative Medical Technology Group Inc.,RMTG
894552,"E Med Future, Inc.",EMDF
1082733,"VISIUM TECHNOLOGIES, INC.",VISM
1601936,Altamira Therapeutics Ltd.,CYTOF
1375195,CORETEC GROUP INC.,CRTG
811240,"BIOLASE, INC",BIOLQ
1321828,Data Call Technologies,DCLT
1734262,CooTek(Cayman)Inc.,CTKYY
1872292,Rainmaker Worldwide Inc.,RAKR
1433309,"Plastec Technologies, Ltd.",PLTYF
1343009,CNBX Pharmaceuticals Inc.,CNBX
918545,BALTIC INTERNATIONAL USA INC,BISA
860543,Jacksam Corp,JKSM
773318,VERITEC INC,VRTC
1416876,"First Choice Healthcare Solutions, Inc.",FCHS
925660,FLEXPOINT SENSOR SYSTEMS INC,FLXT
352991,ADVANCED OXYGEN TECHNOLOGIES INC,AOXY
1861522,KIDPIK CORP.,PIKM
1827871,"Electriq Power Holdings, Inc.",ELIQQ
1230524,"Leopard Energy, Inc.",LEEN
1499275,SANTO MINING CORP.,SANP
1763329,"Mycotopia Therapies, Inc.",AIBT
1902930,"Performance Drink Group, Inc.",PDPG
1715819,"Electromedical Technologies, Inc",EMED
1227282,Strata Power Corp,SPOWF
895287,VICTORY MARINE HOLDINGS CORP,VMHG
897078,"Resonate Blends, Inc.",KOAN
1609139,"INNERSCOPE HEARING TECHNOLOGIES, INC.",INND
1725911,NetBrands Corp.,NBND
1517681,"Propanc Biopharma, Inc.",PPCB
1145898,CHINESEWORLDNET COM INC,CWNOF
1762546,"Get Real USA, Inc.",GTRL
1913210,Bruush Oral Care Inc.,BRSHF
1775625,"SmileDirectClub, Inc.",SDCCQ
1591913,"Innovative Payment Solutions, Inc.",IPSI
1867589,"Rodedawg International Industries, Inc.",RWGI
1886362,"Mobile Global Esports, Inc.",MGAM
2025608,Soulpower Acquisition Corp.,SOUL
1443611,SinglePoint Inc.,SING
1990145,Holdco Nuvo Group D.G Ltd.,NUVOQ
813716,CIRTRAN CORP,CIRX
1381871,"bowmo, Inc.",BOMO
1525306,First America Resources Corp,FSTJ
1803096,"STARGUIDE GROUP, INC.",STRG
1704795,"Bantec, Inc.",BANT
1543268,Bit Brother Ltd,BETSF
1039466,NovAccess Global Inc.,XSNX
1424657,Cuentas Inc.,CUEN
1121702,"YIELD10 BIOSCIENCE, INC.",YTENQ
1536089,VIRTUAL INTERACTIVE TECHNOLOGIES CORP.,VRVR
1844149,Spectaire Holdings Inc.,SPEC
1603207,"Notable Labs, Ltd.",NTBLQ
2040290,LOGPROSTYLE INC.,LGPS
1979414,"NEONC TECHNOLOGIES HOLDINGS, INC.",NTHI
772263,NITCHES INC,NICH
70502,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,NRUC
723533,Longwen Group Corp.,WYGC
310732,BNP PARIBAS,BNPZY
1009759,"Capstone Green Energy Holdings, Inc.",CGEH
1046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,TSM
30554,"EIDP, Inc.",CTAPRA
1286405,STRATS SM TRUST FOR U S CELL CORP SEC SERIES 2004 6,GJH
1254699,QVC INC,QVCD
1284143,LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BACKED SER 2004-6,JBK
1353614,Invesco CurrencyShares Australian Dollar Trust,FXA
1353615,Invesco CurrencyShares Swiss Franc Trust,FXF
1619174,BLOCKHOLD CAPITAL CORP,MOMC
1561032,"National Healthcare Properties, Inc.",NHPAP
1610718,"Outdoor Specialty Products, Inc.",ODRS
1618181,World Gold Trust,GLDM
1546652,VanEck Merk Gold ETF,OUNZ
1580063,"BIORA THERAPEUTICS, INC.",BIORQ
1459862,abrdn Palladium ETF Trust,PALL
1283464,STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III,KTH
1405513,"United States 12 Month Natural Gas Fund, LP",UNL
1405528,"United States 12 Month Oil Fund, LP",USL
1340909,"STRATS SM TRUST FOR WAL-MART STORES, INC. SECURITIES, SERIES 2005-4",GJO
1343491,"STRATS(SM) TRUST FOR DOMINION RESOURCES, INC. SECURITIES, SERIES 2005-6",GJP
1450923,abrdn Gold ETF Trust,SGOL
1483386,abrdn Precious Metals Basket ETF Trust,GLTR
1489300,Zhanling International Ltd,ZLME
1130781,NEURALBASE AI LTD.,NBBI
1130889,CANCER CAPITAL CORP,CNCL
1009919,"Invech Holdings, Inc.",IVHI
1357660,"STRATS(SM) Trust for Allstate Corp Securities, Series 2006-3",GJT
1396878,"United States Gasoline Fund, LP",UGA
1383149,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN
1383151,Invesco DB US Dollar Index Bullish Fund,UUP
1294808,PPLUS Trust Series GSC-2,PYT
1353611,Invesco CurrencyShares British Pound Sterling Trust,FXB
1353612,Invesco CurrencyShares Canadian Dollar Trust,FXC
1267332,MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1,IPB
1353226,"STRATS(SM) Trust for Procter & Gamble Securities, Series 2006-1",GJR
1348952,"ENTERGY LOUISIANA, LLC",ELC
1427437,"ENTERGY TEXAS, INC.",ETI-P
1400691,HeidelbergCement AG,HDLMY
1336706,NORTHPOINTE BANCSHARES INC,NPB
1356284,"STRATS(SM) Trust for Goldman Sachs Group Securities, Series 2006-2",GJS
1283337,STRUCTURED PRODUCTS CORP CRED ENHANCE CORTS TR FOR AON CAP A,KTN
1967397,LZ Technology Holdings Ltd,LZMH
1971828,Energys Group Ltd,ENGS
1897532,Majestic Ideal Holdings Ltd,MJID
1817004,EzFill Holdings Inc,NXXT
1982708,Anbio Biotechnology,NNNN
1835972,"iLearningEngines, Inc.",AILEQ
1883437,Epsium Enterprise Ltd,EPSM
1868573,APx Acquisition Corp. I,APXIF
1861371,Expectation Acquisition Corp,ESPA
1841175,CoinShares Valkyrie Bitcoin Fund,BRRR
1845149,Chain Bridge I,CBGGF
1837254,Functional Brands Inc.,FBIC
1867506,"Diffuse Digital 30, LP",DDCIU
1872421,GACW Inc,GACW
1879293,"Mag Mile Capital, Inc.",MMCP
1877184,"KESTRA MEDICAL TECHNOLOGIES, LTD.",KMTS
1852040,Grayscale Basic Attention Token Trust (BAT),GBAT
1838028,VanEck Bitcoin ETF,HODL
1858258,Franklin Templeton Holdings Trust,FGDL
1865468,Kairous Acquisition Corp. Ltd,KACLF
1996450,"DMINT, Inc.",DMNT
1994214,Nomadar Corp.,NOMA
1982960,KNOREX LTD.,KNRX
1979610,WF International Ltd.,WXM
1873454,Ruanyun Edai Technology Inc.,RYET
2006468,NUSATRIP Inc,NUTR
2042648,Nidar Infrastructure Ltd,YTTA
2027360,RedCloud Holdings plc,RCT
2015034,Grayscale Bitcoin Mini Trust ETF,BTC
2009714,TMD Energy Ltd,TMDE
2012318,Inflection Point Acquisition Corp. III,IPCX
2027262,Fast Track Group,FTRK
2027265,MASTERBEEF GROUP,MB
2000046,Fidelity Ethereum Fund,FETH
2014955,Smart Digital Group Ltd,SDM
1900402,Evergreen Corp,EGRVF
1926599,Translational Development Acquisition Corp.,TDAC
1940366,Uncle's Ice Cream,USIC
1944712,Baiya International Group Inc.,BIYA
1875016,"J-Star Holding Co., Ltd.",YMAT
1896677,Grayscale Solana Trust (SOL),GSOL
1980034,"Bell Rose Capital, Inc.",BELR
2005569,Empro Group Inc.,EMPG
1982448,BeLive Holdings,BLIV
2002045,GCL Global Holdings Ltd,GCL
2001794,Concorde International Group Ltd.,CIGL
1903464,Aimfinity Investment Corp. I,AIMA
1971387,Iris Parent Holding Corp.,LIMN
1924356,"Aurion Biotech, Inc.",AURN
1894525,"Apimeds Pharmaceuticals US, Inc.",APUS
1926314,Ocean Capital Acquisition Corp,OCAC
1954705,Fuxing China Group Ltd,FFFZ
1882782,"Odyssey Therapeutics, Inc.",ODTX
1869699,Ark 21Shares Bitcoin ETF,ARKB
1970371,Broad Capital Acquisition Ltd,OMG
2040291,"Center Mobile Co., Ltd.",CTMB
2011535,Franklin Ethereum Trust,EZET
2047235,"Winchester Bancorp, Inc./MD/",WSBK
2047497,Rithm Acquisition Corp.,RAC
2030522,"Marwynn Holdings, Inc.",MWYN
2030763,"Wellgistics Health, Inc.",WGRX
2030771,"QMSK Technology Co., Ltd",QMSK
2030781,"SailPoint, Inc.",SAIL
2013873,OmnigenicsAI Corp,OMNI
2025401,Fifth Era Acquisition Corp I,FERA
2011674,YD Bio Ltd,YDES
2018529,Intercont (Cayman) Ltd,NCT
2022308,"Classover Holdings, Inc.",KIDZ
2025774,Alps Global Holding Pubco,ALPS
2029976,K&F GROWTH ACQUISITION CORP. II,KFII
2034723,One & one Green Technologies. INC,YDDL
2029138,SAGTEC GLOBAL Ltd,SAGT
2029471,Heidmar Maritime Holdings Corp.,HMR
2045931,"Aimei Health Technology II Co., Ltd.",AHJK
2024306,JFB Construction Holdings,JFB
2024459,Charlton Aria Acquisition Corp,CHAR
2039497,"Resolute Holdings Management, Inc.",RHLD
2044327,C1 Fund Inc.,CFND
2044635,Gesher Acquisition Corp. II,GSHR
2044817,CH4 Natural Solutions Acquisition Corp,MTNE
2053555,Amaze Holdings Inc.,AMZE
2053906,"Bialgo Commercial Operation Management CO., Ltd",BGO
2024460,ChampionsGate Acquisition Corp,CHPG
2024656,Kandal M Venture Ltd,FMFC
2033515,Top Win International Ltd,TOPW
2033593,Stellar V Capital Corp. (Cayman Islands),SVCC
2035016,Ribbon Acquisition Corp.,RIBB
2033615,"Magnolia Bancorp, Inc.",MGNO
2033738,GATES GROUP Inc.,GTSG
2033770,"CID Holdco, Inc.",DAIC 
68622,QWEST CORP,CTBB
1980210,WF Holding Ltd,WFF
1980262,"HW Electro Co., Ltd.",HWEP
1983022,Pictureworks International Holdings Ltd,PICW
2024258,Phaos Technology (Cayman) Holdings Ltd,POAS
2020455,Grayscale Ethereum Mini Trust ETF,ETH
2020228,Masonglory Ltd,MSGY
2012600,"rYojbaba Co., Ltd.",RYOJ
2002453,STAK Inc.,STAK
1985840,Tidal Commodities Trust I,DEFI
1992508,21Shares Core Ethereum ETF,CETH
2009233,Agroz Inc.,AGRZ
2019793,"Focus Impact BH3 NewCo, Inc.",SAFX
2023719,GFT Technologies SE/ADR,GFTTY
2023796,Fitness Champs Holdings Ltd,FCHL
2028201,Columbus Acquisition Corp/Cayman Islands,COLA
1941029,Advanced Biomed Inc.,ADVB
1952670,TV Channels Network Inc.,TVCN
1980994,iShares Bitcoin Trust ETF,IBIT
1983897,GLAMOORE Capital Group Co Ltd.,GMCG
1987101,"EL-0713 Fund I, a series of Roll Up Vehicles, LP",CABI
1987189,Smart Logistics Global Ltd,SLGB
1987363,Waton Financial Ltd,WTF
1990643,Great Restaurant Development Holdings Ltd,HPOT
1993400,Fatpipe Inc/UT,FATN
1993431,Micropolis Holding Co,MCRP
2000366,Scage Future,SCAG
2003770,"Kumyang Co., Ltd./ADR",KMYGY
2003977,Cre8 Enterprise Ltd,CRE
2025049,Aurous Resources,AURS
2025218,Delixy Holdings Ltd,DLXY
2028614,Drugs Made In America Acquisition Corp.,DMAA
2013099,Softto Inc,SFTO
2013100,VISTEK LTD,VTEK
2010959,AMBITIONS ENTERPRISE MANAGEMENT CO. L.L.C,AHMA
2013320,Eastern International Ltd.,ELOG
2033991,Texas Ventures Acquisition III Corp,TVA
2034334,Artius II Acquisition Inc.,AACB
2038439,"VisionWave Holdings, Inc.",VWAV
2045489,JuHe KC Holdings Ltd,JHKC
2052161,Real Asset Acquisition Corp.,RAAQ
2052162,Digital Asset Acquisition Corp.,DAAQ
2012219,OMS Energy Technologies Inc.,OMSE
2014245,Mountain&Sea Health Inc.,SYH
2017758,Linkhome Holdings Inc.,LHAI
2025942,Curanex Pharmaceuticals Inc,CURX
2026353,"Aether Holdings, Inc.",ATHR
2030277,"LEIFRAS Co., Ltd.",LFS
2000756,K Wave Media Ltd.,KWM
2000638,iShares Ethereum Trust ETF,ETHA
2004340,Syensqo SA/ADR,SYNSY
2004385,FG Holdings Ltd,FGO
2028735,Silver Pegasus Acquisition Corp.,SPEG
1997637,iOThree Ltd,IOTR
2013744,Bitwise Ethereum ETF,ETHW
2008007,MaxsMaking Inc.,MAMK
2011458,Zenta Group Co Ltd,ZGM
2013602,Flybondi Holdings plc,FLYB
2001611,Everfront Biotech Holding Co Ltd,EFB
2004489,Basel Medical Group Ltd,BMGL
1997799,Aimfinity Investment Merger Sub I,INKS
1995075,Megan Holdings Ltd.,MGN
1997698,IGTA Merger Sub Ltd,PRGY
1984124,Luda Technology Group Ltd,LUD
2037646,KVAC (Cayman) Ltd,MDER
2028355,Maywood Acquisition Corp.,MAYA
2028516,Archimedes Tech SPAC Partners II Co.,ATII
2032779,Euroholdings Ltd.,EHLD
2001288,Skycorp Solar Group Ltd,PN
1991879,Thoughtful Media Group Inc.,TMGX
2007599,"Robot Consulting Co., Ltd.",LAWR
2041208,Plum III Merger Corp.,TREO
2031069,Hashdex Nasdaq Crypto Index US ETF,NCIQ
2035709,Phoenix Asia Holdings Ltd,PHOE
2035964,"SFIDA X, Inc.",SFDX
2026478,Newsmax Inc.,NMAX
2026514,Namib Minerals,NAMM
1460235,abrdn Platinum ETF Trust,PPLT
1450922,abrdn Silver ETF Trust,SIVR
1403528,"Brookfield Oaktree Holdings, LLC",OAK-PA
1291313,Great Eastern Holdings Ltd,GEHDF
1503658,LiquidValue Development Inc.,LVDW
1479247,United States Commodity Index Funds Trust,USCI
1577134,"Terra Income Fund 6, LLC",TFSA
1544088,DiaSorin SpA/ADR,DSRNY
1555812,Siam Makro Public Co Limited/ADR,CPAXF
1472494,"United States Brent Oil Fund, LP",BNO
1472033,"Citibank,N.A./ADR",JTGEY
1633369,"FreeCast, Inc.",CAST
1750153,Canoo Inc.,GOEVQ
1708646,Goldman Sachs Physical Gold ETF,AAAU
1756404,Principal Real Asset Fund,PDSRX
1690012,"InPoint Commercial Real Estate Income, Inc.",ICR-PA
1759124,iShares Gold Trust Micro,IAUM
1753681,Elite Performance Holding Corp,BYLT
1804468,"Envoy Technologies, Inc.",EVOY
1805092,"Aspargo Labs, Inc.",AAGO
1852023,Grayscale Decentraland Trust (MANA),MANA
1852024,Grayscale Livepeer Trust (LPT),GLIV
1852025,Grayscale Chainlink Trust (LINK),GLNK
1851322,North Haven Private Income Fund LLC,PIF
1852317,Fidelity Wise Origin Bitcoin Fund,FBTC
1865111,Alpha Star Acquisition Corp,ALSAF
1813744,"World Scan Project, Inc.",WDSP
1852753,TIER ONE SILVER INC.,TSLVF
1725210,Grayscale Ethereum Trust ETF,ETHE
1723788,Bitwise 10 Crypto Index Fund,BITW
1748945,Grayscale Horizen Trust (ZEN),HZEN
1705181,Grayscale Ethereum Classic Trust (ETC),ETCG
1690842,GraniteShares Platinum Trust,PLTM
1761325,Grayscale Stellar Lumens Trust (XLM),GXLM
1763415,Bitwise Bitcoin ETF,BITB
1850391,WisdomTree Bitcoin Fund,BTCW
1855781,Invesco Galaxy Bitcoin ETF,BTCO
1818274,Arrive AI Inc.,ARAI
1690437,GraniteShares Gold Trust,BAR
1674356,"Terra Property Trust, Inc.",TPTA
1720265,Grayscale Zcash Trust (ZEC),ZCSH
1702015,"AIS Holdings Group, Inc.",AIDG
1958489,"Cortigent, Inc.",CRGT
1934836,Maverick Lifestyle Inc.,MVRK
1941158,Webus International Ltd.,WETO
1896036,Eagle Point Institutional Income Fund,EIIA
1871181,"Qualis Innovations, Inc.",FOFA
1860788,VanEck Ethereum ETF,ETHV
1878371,Orion Haus Homes & Hotels Inc.,OHHH
2036973,UY Scuti Acquisition Corp.,UYSC
2037080,Qinhui Technology International Co. Ltd.,QHT
2042460,Harvard Ave Acquistion Corp,HAVA
2048951,Live Oak Acquisition Corp. V,LOKV
2042187,Kyoto Financial Group Inc/ADR,KYTFY
2023554,Sandisk Corp,SNDK
2027722,Grande Group Ltd/HK,GRAN
1995704,Cuprina Holdings (Cayman) LTD,CUPR
2032241,UNITED HYDROGEN GLOBAL INC.,UHL
2010218,Antharas Inc,AAS
2019435,Blue Gold Ltd,BGL
1992870,Franklin Templeton Digital Holdings Trust,EZBC
1995520,Yuanbao Inc.,YB
1995569,Invesco Galaxy Ethereum ETF,QETH
1999119,"Libera Gaming Operations, Inc",LBRJ
14272,BRISTOL MYERS SQUIBB CO,BMYMP
36104,US BANCORP \DE\,USB-PA
1067983,BERKSHIRE HATHAWAY INC,BRK-A
1046179,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,TSMWF
353278,NOVO NORDISK A S,NONOF
1000184,SAP SE,SAPGF
19617,JPMORGAN CHASE & CO,JPM-PC
19617,JPMORGAN CHASE & CO,JPM-PD
70858,BANK OF AMERICA CORP /DE/,BML-PG
70858,BANK OF AMERICA CORP /DE/,BML-PH
937966,ASML HOLDING NV,ASMLF
1577552,Alibaba Group Holding Ltd,BABAF
70858,BANK OF AMERICA CORP /DE/,BAC-PE
70858,BANK OF AMERICA CORP /DE/,BML-PJ
70858,BANK OF AMERICA CORP /DE/,BML-PL
70858,BANK OF AMERICA CORP /DE/,BAC-PB
70858,BANK OF AMERICA CORP /DE/,BAC-PK
1094517,TOYOTA MOTOR CORP/,TOYOF
901832,ASTRAZENECA PLC,AZNCF
1114448,NOVARTIS AG,NVSEF
1306965,Shell plc,RYDAF
1108329,PETROCHINA CO LTD,PCCYF
72971,WELLS FARGO & COMPANY/MN,WFC-PY
1089113,HSBC HOLDINGS PLC,HBCYF
72971,WELLS FARGO & COMPANY/MN,WFC-PL
732717,AT&T INC.,TBB
