tag,company_count,value_count,avg_values_per_company,units
StockIssuedDuringPeriodSharesIssuedForCash,1,13,13.0,shares
PostconfirmationGoodwill,1,1,1.0,USD
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareRedemptionRestrictionPercentage,1,6,6.0,pure
AccruedVacationCurrentAndNoncurrent,1,2,2.0,USD
ShareBasedGoodsAndNonemployeeServicesTransactionExpense,1,3,3.0,USD
DeferredRevenueLeasesGrossNoncurrent,1,4,4.0,USD
NetInvestmentInLeaseExcludingAccruedInterestBeforeAllowanceForCreditLossNoncurrent,1,6,6.0,USD
FairValueAssumptionsExpectedDividendPayments,1,8,8.0,USD
OtherFinancialServicesCosts,1,15,15.0,USD
NetInvestmentInLeaseExcludingAccruedInterestBeforeAllowanceForCreditLossCurrent,1,6,6.0,USD
UtilitiesOperatingExpenseProductsAndServices,1,83,83.0,USD
DividendPaymentRestrictionsScheduleAmountsPaid,1,2,2.0,USD
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiumsOther,1,2,2.0,USD
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInTradingRevenue,1,15,15.0,USD
DifferenceBetweenReportedAmountAndReportingCurrencyDenominatedAmountValue,1,3,3.0,USD
BusinessAcquisitionPurchasePriceAllocationMineralRights,1,2,2.0,USD
CollateralHeldOnReverseRepurchaseAgreementsSegregatedUnderOtherRegulations,1,3,3.0,USD
ContractWithCustomerRefundLiabilityNoncurrent,1,6,6.0,USD
ContractWithCustomerReceivableCreditLossExpenseReversal,1,8,8.0,USD
UnbilledChangeOrdersAmountExpectedToBeCollectedWithinOneYear,1,12,12.0,USD
UnbilledChangeOrdersAmountExpectedToBeCollectedAfterOneYear,1,12,12.0,USD
ForeignEarningsRepatriatedUnderAmericanJobsCreationActOf2004RepatriatedEarnings,1,1,1.0,USD
HeldtomaturitySecuritiesSoldAtPar,1,1,1.0,USD
DiscontinuedOperationAmountsOfMaterialContingentLiabilitiesRemaining,1,4,4.0,USD
LoansHeldForSaleConsumerHomeEquity,1,1,1.0,USD
InvestmentOwnedForeignCurrencyContractReportingCurrencyAmountCurrentValue,1,34,34.0,USD
ProceedsFromIssuanceOfMandatoryRedeemableCapitalSecurities,1,24,24.0,USD
IncreaseDecreaseInRecoverableRefundableGasCosts,1,2,2.0,USD
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesNoncurrent,1,13,13.0,USD
CapitalLeasesLessorBalanceSheetNetInvestmentInDirectFinancingLeasesCurrent,1,13,13.0,USD
AdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations,1,2,2.0,USD
IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,1,8,8.0,USD
ProductionBarrelsOfOilEquivalents,1,2,2.0,"ThousandBarrels, MBbls"
NonmonetaryNotionalAmountOfPriceRiskFairValueHedgeDerivatives,1,9,9.0,"pure, BillionsCubicFeet"
IncreaseDecreaseInDividendsReceivable,1,35,35.0,USD
GainLossOnPriceRiskHedgeIneffectiveness,1,9,9.0,USD
DistributionsPerGeneralPartnershipUnitOutstanding,1,1,1.0,USD/shares
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,1,1,1.0,USD/shares
LeasingCommissionsExpense,1,2,2.0,USD
IncreaseDecreaseInTimeDepositsOf100000OrMore,1,58,58.0,USD
NoncashOrPartNoncashAcquisitionPayablesAssumed,1,9,9.0,USD
LongTermContractForPurchaseOfElectricPowerAnnualMinimumDebtServicePaymentRequired,1,45,45.0,USD
LongTermContractForPurchaseOfElectricPowerAmountOfLongTermDebtOrLeaseObligationOutstanding,1,21,21.0,USD
LeaseDepositLiability,1,2,2.0,USD
RecordedThirdPartyEnvironmentalRecoveriesDiscount,1,4,4.0,USD
AcquisitionCostRatio,1,4,4.0,pure
SaleLeasebackTransactionMonthlyRentalPayments,1,2,2.0,USD
FranchisorCosts,1,89,89.0,USD
SegmentReportingInformationUnusualItems,1,3,3.0,USD
RedeemableNoncontrollingInterestEquityCommonFairValue,1,1,1.0,USD
OperatingInsuranceAndClaimsCostsProduction,1,3,3.0,USD
OciEquityMethodInvestmentBeforeTaxParent,1,26,26.0,USD
RoyaltyRevenueFromCoal,1,24,24.0,USD
GainLossOnComponentsExcludedFromAssessmentOfCreditRiskHedgeEffectiveness,1,32,32.0,USD
FiniteLivedCoreDepositsGross,1,3,3.0,USD
NetInvestmentInLeaseChangeInPresentValueExpenseReversal,1,3,3.0,USD
ProvedDevelopedAndUndevelopedReserveNetEnergyPeriodIncreaseDecrease,1,6,6.0,Bcfe
NotesPayableRelatedPartiesCurrent,1,2,2.0,USD
GainLossOnSaleOfLeasedAssetsNetOperatingLeases,1,2,2.0,USD
DebtDefaultShorttermDebtAmount,1,6,6.0,USD
DebtConversionConvertedInstrumentWarrantsOrOptionsIssued1,1,2,2.0,shares
CommonStockSharesSubscribedButUnissued,1,17,17.0,shares
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,1,18,18.0,USD
LeveragedBuyoutPercentageOfPurchasePriceAllocatedToAssetsAndLiabilitiesAcquiredAtFairValue,1,2,2.0,pure
LongtermConstructionLoanCurrentAndNoncurrent,1,2,2.0,USD
LiabilitiesSubjectToCompromiseCapitalLeaseObligationsAndAccruedInterest,1,2,2.0,USD
LandSubjectToGroundLeases,1,2,2.0,acre
SegmentReportingInformationOtherAssets,1,3,3.0,USD
NonmonetaryTransactionAmountOfBarterTransaction,1,3,3.0,USD
AdjustmentsToReconcileIncomeLossToNetCashProvidedByUsedInContinuingOperations,1,2,2.0,USD
WellsInProcessOfDrilling,1,1,1.0,Well
DepreciationExcludingLessorAssetUnderOperatingLease,1,9,9.0,USD
LoansHeldForSaleConsumerCreditCard,1,9,9.0,USD
InterestIncomeInterestEarningAsset,1,6,6.0,USD
ProceedsFromCollectionOfRetainedInterestInSecuritizedReceivablesCategorizedAsAvailableForSale,1,1,1.0,USD
GainLossFromPriceRiskManagementActivity,1,67,67.0,USD
EquityIssuanceTotalDollarAmount,1,2,2.0,USD
ConversionGainsAndLossesOnForeignInvestments,1,23,23.0,USD
UnrealizedGainOnPriceRiskCashFlowDerivativesBeforeTax,1,20,20.0,USD
CoalIndustryRetireeHealthBenefitActOf1992EstimatedAmountOfTotalObligation,1,2,2.0,USD
FairValueNetDerivativeAssetLiabilityRecurringBasisStillHeldUnrealizedGainLossOci,1,21,21.0,USD
TimeSharingTransactionsWeightedAverageOfStatedInterestRatesForNotesReceivable1,1,14,14.0,pure
TimeSharingTransactionsStatedInterestRatesForNotesReceivableMinimum,1,14,14.0,pure
TimeSharingTransactionsStatedInterestRatesForNotesReceivableMaximum,1,14,14.0,pure
SharesSubjectToMandatoryRedemptionSettlementTermsMaximumNumberOfShares,1,1,1.0,shares
RepaymentsOfSecuredTaxExemptDebt,1,20,20.0,USD
LifeInsuranceAssumedRatio,1,17,17.0,pure
FutureMinimumSubleaseRentalsSaleLeasebackTransactionsRemainderOfFiscalYear,1,1,1.0,USD
RetailLandSalesMaturityOfAccountsReceivableYearTwo,1,1,1.0,USD
ProceedsFromMortgageDeposits,1,23,23.0,USD
PaymentsForTenantImprovements,1,117,117.0,USD
PaymentsForProceedsFromDepositOnLoan,1,17,17.0,USD
ParkingRevenue,1,135,135.0,USD
SalesTypeLeaseNetInvestmentInLeaseAfterAllowanceForCreditLossCurrent,1,16,16.0,USD
TemporaryEquitySharesSubscribedButUnissued,1,38,38.0,shares
RealEstateAndAccumulatedDepreciationLifeUsedForDepreciation,1,1,1.0,years
UnrealizedGainLossOnEnergyContracts,1,43,43.0,USD
AvailableforsaleSecuritiesRestrictedCurrent,1,72,72.0,USD
NoncashOrPartNoncashAcquisitionOtherLiabilitiesAssumed,1,8,8.0,USD
SalariesAndWages,1,88,88.0,USD
RealEstateOwnedValuationAllowancePeriodIncreaseDecrease,1,2,2.0,USD
InterestExpenseMoneyMarketDeposits,1,10,10.0,USD
NoncontrollingInterestInNetIncomeLossJointVenturePartnersRedeemable,1,2,2.0,USD
SegmentReportingInformationInvestments,1,2,2.0,USD
ProvedDevelopedAndUndevelopedReserveImprovedRecoveryEnergy,1,9,9.0,MMcfe
AdvertisingCostsCapitalizedDirectResponseAdvertisingWriteDown,1,3,3.0,USD
EquityMethodInvestmentDeferredGainOnSale,1,1,1.0,USD
CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorRepaymentsOfServicingAdvances,1,1,1.0,USD
ProceedsFromCustomersForProgressPayments,1,43,43.0,USD
PaymentsForOperatingActivities,1,46,46.0,USD
IncomeTaxExaminationInterestFromExamination,1,5,5.0,USD
ProgramRightsObligationsNoncurrent,1,46,46.0,USD
FinancialInstrumentsSoldNotYetPurchasedUSGovernmentAndAgencyObligations,1,32,32.0,USD
FinancialInstrumentsSoldNotYetPurchasedPhysicalCommoditiesSold,1,21,21.0,USD
FinancialInstrumentsSoldNotYetPurchasedOtherSovereignGovernmentDebt,1,32,32.0,USD
FinancialInstrumentsSoldNotYetPurchasedCorporateEquities,1,32,32.0,USD
FinancialInstrumentsSoldNotYetPurchasedCorporateDebt,1,32,32.0,USD
FinancialInstrumentsOwnedPhysicalCommoditiesAtFairValue,1,32,32.0,USD
UndistributedEarningsOfDomesticSubsidiaries,1,2,2.0,USD
ChangeInUnrealizedGainLossOnHedgedItemInForeignCurrencyFairValueHedge,1,10,10.0,USD
FairValueAssumptionsWeightedAverageVolatilityRate,1,12,12.0,pure
DueToEmployeesNoncurrent,1,18,18.0,USD
OciMarketRiskBenefitInstrumentSpecificCreditRiskGainLossAfterAdjustmentsAndTaxParent,1,23,23.0,USD
DueFromEmployees,1,77,77.0,USD
ProceedsFromIncomeTaxRefundFederal,1,3,3.0,USD
CashFlowsBetweenSecuritizationSpecialPurposeEntitySPEAndTransferorServicingAdvances,1,2,2.0,USD
CapitalAccumulationPlans,1,108,108.0,USD
CapitalAccumulationPlan,1,2,2.0,USD
DepositLiabilityForeignDepositorInDomesticOffice,1,6,6.0,USD
SecurityOwnedNotReadilyMarketableQuotedValue,1,12,12.0,USD
InterestReceivableAndOtherAssets,1,90,90.0,USD
InterestExpenseNegotiableOrderOfWithdrawalNOWDeposits,1,90,90.0,USD
InterestExpenseDomesticDepositLiabilitiesChecking,1,13,13.0,USD
ConversionOfStockAmountIssued,1,1,1.0,USD
CapitalLeasesFutureMinimumPaymentsReceivableNextRollingTwelveMonths,1,3,3.0,USD
PremiumIncomeSubjectToParticipationThroughReinsurancePercentage,1,3,3.0,pure
PolicyholderBenefitsAndClaimsIncurredLifeAndAnnuity,1,98,98.0,USD
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesProvisionForLoanLosses,1,3,3.0,USD
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodCommercialContractuallyRequiredPaymentsReceivableAtAcquisition,1,9,9.0,USD
ExcessTierOneLeverageCapitalToAverageAssets,1,2,2.0,Rate
AdditionalLiabilityLongDurationInsuranceIncreaseDecreaseFromDiscountRateChange,1,14,14.0,USD
InterestAndDividendsPayableCurrentAndNoncurrent,1,27,27.0,USD
DeferredSalesInducementCostAmortizationExpenseAssumptionChange,1,7,7.0,USD
FairValueLiabilitiesMeasuredOnRecurringBasisSecuritiesLoanedOrSoldUnderAgreementsToRepurchase,1,1,1.0,USD
FreshStartAdjustmentIncreaseDecreaseLiabilities,1,1,1.0,USD
FreshStartAdjustmentIncreaseDecreaseAssets,1,1,1.0,USD
DevelopmentCostsCumulative,1,10,10.0,USD
AssetRecoveryDamagedPropertyCostsNoncurrent,1,4,4.0,USD
PublicUtilitiesPropertyPlantAndEquipmentNuclearFuelUnderCapitalLease,1,14,14.0,USD
IncreaseDecreaseInFuelInventories,1,139,139.0,USD
AccumulatedOtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTax,1,14,14.0,USD
FederalStateAndLocalIncomeTaxExpenseBenefitContinuingOperations,1,1,1.0,USD
AssetBackedSecuritiesAtCarryingValue,1,4,4.0,USD
LongtermFederalHomeLoanBankAdvancesNoncurrent,1,2,2.0,USD
FederalHomeLoanBankAdvancesCurrent,1,2,2.0,USD
LoansReceivableHeldForSaleNetNotPartOfDisposalGroupCommercialRealEstate,1,32,32.0,USD
CommonEquityTierOneCapitalRequiredForCapitalAdequacy,1,2,2.0,USD
CededCreditRiskPremiumsEarned,1,3,3.0,USD
CashFlowHedgeLossReclassifiedToInvestmentIncome,1,16,16.0,USD
FairValueEstimateNotPracticableAccountsReceivable,1,4,4.0,USD
PublicUtilitiesInterimRateIncreaseDecreaseAmount,1,3,3.0,USD
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInOtherIncome,1,10,10.0,USD
DerivativeForwardPrice,1,9,9.0,USD/EquityUnit
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationEstimatedAmountAmortizedYearFive,1,1,1.0,USD
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpenseYearThree,1,5,5.0,USD
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpenseYearFour,1,5,5.0,USD
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpenseYearFive,1,5,5.0,USD
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAdditions,1,6,6.0,USD
CapitalUnitsTotalCostToInvestors,1,6,6.0,USD
FairValueInputsEarningsBeforeInterestTaxesDepreciationAndAmortizationMultiple,1,4,4.0,pure
DebtInstrumentUnusedBorrowingCapacityFee,1,7,7.0,USD
LineOfCreditFacilityPeriodicPaymentPrincipal,1,1,1.0,USD
LessorDirectFinancingLeaseLeaseNotYetCommencedAssumptionAndJudgmentValueOfUnderlyingAssetAmount,1,4,4.0,USD
FinancialGuaranteeInsuranceContractsRiskManagementActivitiesMitigatingClaimLiabilitiesAccruedLiabilities,1,6,6.0,USD
BusinessAcquisitionPurchasePriceAllocationNaturalResources,1,2,2.0,USD
FreshStartAdjustmentIncreaseDecreaseStockholdersEquity,1,1,1.0,USD
RestatementOfPriorYearIncomeTaxEffects,1,3,3.0,USD
DirectFinancingLeaseRevenue,1,3,3.0,USD
PreconfirmationPreferredAndCommonStockHeldInTreasury,1,2,2.0,USD
PreconfirmationOtherAssets,1,2,2.0,USD
PresentValueOfFutureInsuranceProfitsAccumulatedAmortization,1,3,3.0,USD
LossRecognizedOnAssetsTransferredToSeparateAccountGross,1,1,1.0,USD
LiabilityForAsbestosAndEnvironmentalClaimsGrossIncurredLoss1,1,18,18.0,USD
LiabilityForAsbestosAndEnvironmentalClaimsGrossIncurredLoss,1,6,6.0,USD
LiabilityForAsbestosAndEnvironmentalClaimsGrossClaimsPaid,1,6,6.0,USD
IntangiblesAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationAmortizationExpense1,1,11,11.0,USD
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationEstimatedAmountAmortizedYearThree,1,1,1.0,USD
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationEstimatedAmountAmortizedYearFour,1,1,1.0,USD
PostconfirmationOtherAssets,1,2,2.0,USD
PostconfirmationNoncurrentOtherObligations,1,2,2.0,USD
PostconfirmationDeferredIncomeTaxLiabilitiesNoncurrent,1,2,2.0,USD
RecoveryStrandedCosts,1,1,1.0,USD
FinancialServicesLiabilities,1,2,2.0,USD
UnrecordedUnconditionalPurchaseObligationImputedInterest,1,3,3.0,USD
DefinedBenefitPlanBenefitObligationPrescriptionDrugSubsidyReceipt,1,16,16.0,USD
PolicyholderAccountBalancePremiumReceived,1,15,15.0,USD
LiabilityForFuturePolicyBenefitExpectedNetPremiumIncreaseDecreaseForOtherChange,1,6,6.0,USD
AociMarketRiskBenefitInstrumentSpecificCreditRiskAfterTax,1,4,4.0,USD
SecSchedule1218SupplementalInformationPropertyCasualtyInsuranceUnderwritersPriorYearClaimAndClaimAdjustmentExpense,1,18,18.0,USD
SecSchedule1218SupplementalInformationPropertyCasualtyInsuranceUnderwritersCurrentYearClaimAndClaimAdjustmentExpense,1,18,18.0,USD
ServicingFees,1,12,12.0,USD
RealEstateOwnedValuationAllowanceProvision,1,36,36.0,USD
PreferredStockAdditionalSeriesLiquidationPreference,1,3,3.0,USD
RestrictedStockAwardForfeituresDividends,1,8,8.0,USD
ProvedUndevelopedReservesBOE,1,3,3.0,USD
CashFlowHedgeLossReclassifiedToOtherExpense,1,9,9.0,USD
CashFlowHedgeGainReclassifiedToCostOfSales,1,9,9.0,USD
PaymentsForProceedsFromDelayedTaxExemptExchange,1,3,3.0,USD
InventoryForLongTermContractsOrProgramsGeneralAndAdministrativeExpenseIncurred,1,27,27.0,USD
ExtendedProductWarrantyAccrualPreexistingIncreaseDecrease,1,126,126.0,USD
MinimumRemainingTermsOfLeasesAndConcessionsOnUndevelopedAcreage,1,3,3.0,"pure, Y"
DeferredCompensationArrangementWithIndividualCashAwardsGrantedPercentage,1,6,6.0,pure
ReverseRepurchaseAgreementsSegregatedUnderSecuritiesExchangeCommissionRegulation,1,20,20.0,USD
FairValueLiabilitiesMeasuredOnRecurringBasisDebtInstrumentValuationTechniquesChangeInTechniqueQuantificationOfEffect,1,1,1.0,USD
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareLiquidatingInvestmentRemainingPeriod,1,4,4.0,"pure, Y"
ReductionsInOtherAssetsAmount,1,14,14.0,USD
NetInvestmentInLeaseAllowanceForCreditLossExcludingAccruedInterest,1,8,8.0,USD
InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossReductions,1,2,2.0,USD
DebtInstrumentPeriodicPaymentTermsBalloonPaymentToBePaid,1,1,1.0,USD
OptionIndexedToIssuersEquityIndexedShares,1,4,4.0,shares
InterestBearingForeignDepositMoneyMarket,1,14,14.0,USD
ConvertiblePreferredStockSharesIssued,1,3,3.0,shares
ConvertiblePreferredStockParStatedValuePerShare,1,3,3.0,USD
LeveragedLeasesNetInvestmentInLeveragedLeasesDisclosureInvestmentTaxCreditReceivable,1,1,1.0,USD
DefinedBenefitPlanPlanAssetsLevel3ReconciliationDecreaseForSettlement,1,10,10.0,USD
DefinedBenefitPlanChangeInFairValueOfPlanAssetsLevel3ReconciliationPeriodIncreaseDecrease,1,4,4.0,USD
DebtSecuritiesHeldToMaturityAccruedInterestWriteoff,1,54,54.0,USD
DebtSecuritiesHeldToMaturityAccruedInterestBeforeAllowanceForCreditLoss,1,10,10.0,USD
AssetsSoldUnderAgreementsToRepurchaseRepurchaseLiability,1,4,4.0,USD
AccountsReceivableNoncurrentNonaccrual,1,2,2.0,USD
AdvertisingBarterTransactionsAdvertisingBarterRevenue,1,12,12.0,USD
AdvertisingBarterTransactionsAdvertisingBarterCosts,1,12,12.0,USD
RevenueRecognitionMilestoneMethodRevenueRecognized,1,6,6.0,USD
PensionAndOtherPostretirementAndPostemploymentBenefitPlansNoncurrentLiabilities,1,4,4.0,USD
DueToOtherRelatedPartiesNoncurrent,1,2,2.0,USD
DefinedBenefitPlanExpectedFutureBenefitPaymentsNextRollingTwelveMonths,1,2,2.0,USD
ProductLiabilityContingencyThirdPartyRecovery,1,78,78.0,USD
ProductLiabilityContingencyAccrualPresentValue,1,18,18.0,USD
DefinedBenefitPlanBeforeAdoptionOfSFAS158RecognitionProvisionsAccruedBenefitLiability,1,6,6.0,USD
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAmortizationExpensePeriodIncreaseDecrease,1,1,1.0,USD
VariableInterestEntityActivityBetweenVIEAndEntityPurchases,1,2,2.0,USD
VariableInterestEntityActivityBetweenVIEAndEntityOperatingIncomeOrLoss,1,5,5.0,USD
ManagingMemberOrGeneralPartnerSubsequentDistributionAmount,1,1,1.0,USD
FinancingReceivableExcludingAccruedInterestSale,1,33,33.0,USD
FinancingReceivableExcludingAccruedInterestReclassificationToHeldForSale,1,33,33.0,USD
SecuritiesSoldUnderAgreementsToRepurchaseNotSubjectToMasterNettingArrangementDeduction,1,2,2.0,USD
SecuritiesPurchasedUnderAgreementsToResellNotSubjectToMasterNettingArrangementDeduction,1,2,2.0,USD
SecuritiesLoanedNotSubjectToMasterNettingArrangementDeduction,1,70,70.0,USD
SecuritiesBorrowedNotSubjectToMasterNettingArrangementDeduction,1,76,76.0,USD
InterestBearingForeignDepositSavings,1,56,56.0,USD
InterestBearingForeignDepositDemand,1,56,56.0,USD
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassFlightEquipmentAccumulatedDepreciation,1,2,2.0,USD
IncreaseDecreaseInNotesReceivableCurrent,1,1,1.0,USD
DiscontinuedOperationEquityMethodInvestmentRetainedAfterDisposalOwnershipInterestAfterDisposal,1,2,2.0,pure
CashDividendsPaidToParentCompanyBy50PercentOrLessOwnedPersons,1,20,20.0,USD
RefundableGasCosts,1,1,1.0,USD
PartnersCapitalAccountExchangesAndConversions,1,2,2.0,USD
PartnersCapitalAccountAcquisitions,1,4,4.0,USD
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,1,60,60.0,USD/shares
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,1,78,78.0,USD/shares
NetIncomeLossAllocatedToGeneralPartners,1,17,17.0,USD
LimitedPartnersCapitalAccountDistributionAmount,1,97,97.0,USD
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted1,1,34,34.0,USD/shares
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitBasic,1,16,16.0,USD
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,1,10,10.0,USD/shares
IncomeLossFromContinuingOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,1,34,34.0,USD/shares
IncentiveDistributionDistributionPerYear,1,166,166.0,USD
InvestmentProgramProportionalAmortizationMethodAppliedNonIncomeTaxRelatedActivityAndOtherReturn,1,11,11.0,USD
PublicUtilitiesPropertyPlantAndEquipmentAmountOfLossRecoveryOnPlantAbandonment,1,2,2.0,USD
PublicUtilitiesPropertyPlantAndEquipmentAmountOfConstructionWorkInProcessIncludedInRateBase,1,70,70.0,USD
PublicUtilitiesApprovedRateIncreaseDecreasePercentage,1,1,1.0,pure
NonmonetaryNotionalAmountOfPriceRiskDerivatives,1,10,10.0,"pure, Dekatherm, Dth"
DemandSideManagementProgramCostsNoncurrent,1,7,7.0,USD
CustomerRefundableFeesRefundPayments1,1,3,3.0,USD
EnergyRelatedInventoryPropaneGas,1,2,2.0,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodForfeited,1,2,2.0,shares
LineOfCreditAssumed1,1,8,8.0,USD
LitigationSettlementGain,1,3,3.0,USD
GainsLossesOnRecourseDebt,1,1,1.0,USD
ProceedsFromRemovalCosts,1,52,52.0,USD
DueFromOtherRelatedParties,1,2,2.0,USD
ReimbursementFromLimitedPartnershipInvestment,1,3,3.0,USD
JointVentureFormationFairValueOfJointVenture,1,3,3.0,USD
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,1,42,42.0,shares
PartnersCapitalOther,1,50,50.0,USD
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,1,58,58.0,USD
PartnersCapitalAccountUnitsSoldInPrivatePlacement,1,5,5.0,shares
PartnersCapitalAccountUnitBasedCompensation,1,122,122.0,USD
ConstructionContractorReceivableRetainage,1,16,16.0,USD
SalesTypeLeaseVariableLeaseIncome,1,9,9.0,USD
LiquidationBasisOfAccountingRemeasurementGainLossOnAsset,1,3,3.0,USD
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresIssuanceCostsNotExpensed,1,4,4.0,USD
ValuationAllowanceForImpairmentOfRecognizedServicingAssetsSalesAndDisposals,1,1,1.0,USD
AssetAcquisitionPriceOfAcquisitionExpected,1,12,12.0,USD
SupplementalUnemploymentBenefitsSalaryContinuation,1,16,16.0,USD
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodCommercialCashFlowsExpectedToBeCollectedAtAcquisition,1,8,8.0,USD
BankingFeesAndCommissions,1,18,18.0,USD
TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateDeferredTaxLiabilityExistingIncomeTaxBenefit,1,1,1.0,USD
GovernmentAssistanceLiabilityDecreaseNoncurrent,1,1,1.0,USD
GovernmentAssistanceLiabilityDecreaseCurrent,1,1,1.0,USD
GovernmentAssistanceLiabilityDecrease,1,2,2.0,USD
GovernmentAssistanceAssetDecreaseNoncurrent,1,2,2.0,USD
DerivativeNonmonetaryNotionalAmountVolume,1,4,4.0,Bcf
GuarantyFeeIncome,1,4,4.0,USD
OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionBeforeTaxAfterReclassificationAdjustment,1,36,36.0,USD
ManagementFeesIncentiveRevenue,1,126,126.0,USD
ManagementFeesBaseRevenue,1,126,126.0,USD
CustomerLoyaltyProgramLiabilityNoncurrent,1,52,52.0,USD
CapitalizedExploratoryWellCostsGreaterThanOrEqualToTwoYearsAndLessThanThreeYears,1,5,5.0,USD
CapitalizedExploratoryWellCostsGreaterThanOrEqualToOneYearAndLessThanTwoYears,1,6,6.0,USD
CapitalizedExploratoryWellCostGreaterThanOrEqualToTwoYearsAndLessThanThreeYearsNumberOfProjects,1,1,1.0,USD
DisposalGroupIncludingDiscontinuedOperationDeferredRevenueNoncurrent,1,4,4.0,USD
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortization,1,20,20.0,USD
RelatedPartyTaxExpenseEffectOfChangeInAllocationMethodology,1,5,5.0,USD
FinancingReceivableTransferToHeldForSaleValuationAllowanceExpense,1,1,1.0,USD
ServicingLiabilityAtAmortizedCostAmortization,1,1,1.0,USD
OtherThanTemporaryImpairmentLossesInvestmentsHeldtomaturitySecuritiesPortionRecognizedInEarningsNetQualitativeDisclosuresDefaultRate,1,1,1.0,pure
DerivativeAveragePriceRiskOptionStrikePrice,1,5,5.0,USD
FiniteLivedRoyaltyGross,1,6,6.0,USD
EnvironmentalRemediationExpenseAfterRecovery,1,17,17.0,USD
TheatricalFilmCostsPreproduction,1,6,6.0,USD
OtherLoansPayableCurrent,1,18,18.0,USD
ContractWithCustomerReceivableAllowanceForCreditLoss,1,14,14.0,USD
SiteContingencyAccrualDiscountAmount,1,4,4.0,USD
SharesSubjectToMandatoryRedemptionSettlementTermsMaximumAmount,1,2,2.0,USD
OtherDeductionsOrAllowableCredits,1,1,1.0,USD
OtherDeductionsAndCharges,1,1,1.0,USD
DisposalGroupIncludingDiscontinuedOperationPostretirementPlanBenefitObligationCurrent,1,5,5.0,USD
DeductionsCharges,1,1,1.0,USD
FacilityCosts,1,19,19.0,USD
SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInDiscountRate,1,1,1.0,USD
ProductLiabilityContingencyRecoveryFromThirdPartyOfEnvironmentalRemediationCost,1,1,1.0,USD
DirectToTelevisionFilmCostsPreproduction,1,19,19.0,USD
TimeSharingTransactionsEstimatedCostToCompleteImprovementsAndPromisedAmenities,1,6,6.0,USD
TimeSharingTransactionsDeferredProfit,1,2,2.0,USD
OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionBeforeTax,1,36,36.0,USD
AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed,1,20,20.0,pure
DueToOfficersOrStockholdersCurrent,1,2,2.0,USD
DepletionNonproduction,1,32,32.0,USD
