tag,company_count,value_count,avg_values_per_company,units
ServicingAssetAtFairValueChangesInFairValueResultingFromChangesInValuationInputs,2,6,3.0,USD
ContractReceivableRetainageDueAfterOneYear,2,84,42.0,USD
LifeSettlementContractsInvestmentMethodFaceValue,2,29,14.5,USD
CapitalLeasesLessorBalanceSheetNetInvestmentInSalesTypeLeasesNoncurrent,2,5,2.5,USD
StockConvertedFromOneClassToAnotherClassValue,2,2,1.0,USD
CapitalLeasesContingentRentalPaymentsReceived,2,18,9.0,USD
GuaranteedInterestContracts,2,95,47.5,USD
MortgageLoansOnRealEstateAmortizationOfPremium,2,20,10.0,USD
MortgageLoansOnRealEstateFederalIncomeTaxBasis,2,6,3.0,USD
MortgageLoansOnRealEstatePriorLiens,2,14,7.0,USD
PercentageRent,2,126,63.0,USD
ProceedsFromDivestitureOfRealEstatePartnership,2,22,11.0,USD
OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodBeforeTax,2,93,46.5,USD
FinancingReceivableExcludingAccruedInterestModifiedSubsequentDefault,2,14,7.0,USD
ContractWithCustomerRightToRecoverProductCurrent,2,68,34.0,USD
CapitalLeasesLessorBalanceSheetNetInvestmentInSalesTypeLeasesCurrent,2,5,2.5,USD
DerivativeLiabilitySecuritySoldUnderAgreementToRepurchaseSecurityLoanedAfterOffsetSubjectToMasterNettingArrangement,2,22,11.0,USD
EnvironmentalCostRecognizedRecoveryCreditedToExpense,2,7,3.5,USD
ConversionGainsAndLossesOnForeignInvestments,2,29,14.5,USD
NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,2,108,54.0,USD
SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf10PercentAdverseChangeInOtherAssumption,2,140,70.0,USD
SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOf20PercentAdverseChangeInOtherAssumption,2,139,69.5,USD
OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterReclassificationAdjustmentTax,2,44,22.0,USD
EntityNotSubjectToIncomeTaxesDifferenceInBasesAmount,1,28,28.0,USD
SubsequentEventEffectOfChangeInTaxStatus,1,1,1.0,USD
DueToOfficersOrStockholdersCurrentAndNoncurrent,1,59,59.0,USD
DebtSecuritiesHeldToMaturityAmortizedCostAfterAllowanceForCreditLossCurrent,1,8,8.0,USD
InvestmentCompanyContributedCapitalToCommittedCapitalRatio,1,1,1.0,pure
UtilitiesOperatingExpensePurchasedPowerUnderLongTermContracts,1,3,3.0,USD
DefinedBenefitPlanBenefitObligationPrescriptionDrugSubsidyReceipt,1,14,14.0,USD
InventoryPartsAndComponents,1,2,2.0,USD
SiteContingencyLossExposureNotAccruedBestEstimate,1,3,3.0,USD
WeightedAverageNumberOfSharesTreasuryStock,1,1,1.0,shares
CostOfGoodsAndServicesSoldOverhead,1,95,95.0,USD
UnsolicitedTenderOfferCosts,1,47,47.0,USD
DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsCurrent,1,4,4.0,USD
ProceedsFromSubordinatedShortTermDebt,1,9,9.0,USD
ExtraordinaryItemEarningsPerShareImpactNet,1,5,5.0,USD
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet1,1,3,3.0,USD
FreshStartAdjustmentIncreaseDecreaseDeferredFinancingCosts,1,3,3.0,USD
FreshStartAdjustmentIncreaseDecreaseDeferredIncomeTaxAssetsNoncurrent,1,3,3.0,USD
FreshStartAdjustmentIncreaseDecreaseLand,1,3,3.0,USD
FreshStartAdjustmentIncreaseDecreaseOtherCurrentLiabilities,1,3,3.0,USD
FreshStartAdjustmentIncreaseDecreaseOtherNoncurrentObligations,1,3,3.0,USD
FreshStartAdjustmentIncreaseDecreaseOtherPropertyAndEquipment,1,3,3.0,USD
PostconfirmationStockholdersEquity,1,3,3.0,USD
OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodTax,1,36,36.0,USD
HeldtomaturitySecuritiesSoldSecurityRealizedGainLossExcludingOtherThanTemporaryImpairments,1,8,8.0,USD
RepaymentsOfUnsecuredTaxExemptDebt,1,2,2.0,USD
VariationMarginPayableDerivative,1,10,10.0,USD
VariationMarginReceivableDerivative,1,10,10.0,USD
ContractWithCustomerRefundLiabilityNoncurrent,1,6,6.0,USD
LifeSettlementContractsInvestmentMethodNumberOfContractsMaturingInYearFive,1,5,5.0,item
LifeSettlementContractsInvestmentMethodNumberOfContractsMaturingInYearFour,1,5,5.0,item
LifeSettlementContractsInvestmentMethodNumberOfContractsMaturingInYearThree,1,5,5.0,item
LifeSettlementContractsInvestmentMethodNumberOfContractsMaturingInYearTwo,1,5,5.0,item
PartnersCapitalAccountUnitsTreasuryUnitsReissued,1,10,10.0,shares
PropertyPlantAndEquipmentSalvageValue,1,3,3.0,USD
DeferredCompensationArrangementWithIndividualCashAwardsGrantedPercentage,1,6,6.0,pure
NonInvestmentAssetsLessNonInvestmentLiabilities,1,27,27.0,USD
SupplierFinanceProgramObligationPeriodIncreaseDecrease,1,3,3.0,USD
CostOfGoodsSoldDirectMaterials,1,95,95.0,USD
FranchisorCosts,1,86,86.0,USD
RevenueRecognitionMultipleDeliverableArrangementsDeterminationOfSellingPriceAmount,1,3,3.0,USD
ProductLiabilityContingencyRecoveryFromThirdPartyOfEnvironmentalRemediationCost,1,1,1.0,USD
PresentValueOfFutureInsuranceProfitsPercentageOfAmortizationExpenseYearFour,1,5,5.0,pure
PresentValueOfFutureInsuranceProfitsPercentageOfAmortizationExpenseYearOne,1,5,5.0,pure
FinancingReceivableExcludingAccruedInterestNonaccrualPercentPastDue,1,16,16.0,pure
PercentageOfAmountAmortizedOfEndingPresentValueOfFutureInsuranceProfitsYearFive,1,2,2.0,pure
PercentageOfAmountAmortizedOfEndingPresentValueOfFutureInsuranceProfitsYearFour,1,2,2.0,pure
PercentageOfAmountAmortizedOfEndingPresentValueOfFutureInsuranceProfitsYearOne,1,2,2.0,pure
PercentageOfAmountAmortizedOfEndingPresentValueOfFutureInsuranceProfitsYearThree,1,2,2.0,pure
PercentageOfAmountAmortizedOfEndingPresentValueOfFutureInsuranceProfitsYearTwo,1,2,2.0,pure
PresentValueOfFutureInsuranceProfitsPercentageOfAmortizationExpenseYearFive,1,5,5.0,pure
DeferredPolicyAcquisitionCostsImpairmentLoss,1,2,2.0,USD
IncomeLossFromDispositionOfDiscontinuedOperationsForOtherStockPerBasicShare,1,20,20.0,USD
IncreaseDecreaseInRetainedInterestInSecuritizedReceivables,1,2,2.0,USD
MortgageLoansOnRealEstatePrincipalAmountOfDelinquentLoans,1,7,7.0,USD
OtherRevenueExpenseFromRealEstateOperations,1,7,7.0,USD
PaymentsOfDerivativeIssuanceCosts,1,6,6.0,USD
BillingsInExcessOfCostNoncurrent,1,10,10.0,USD
LifeSettlementContractsInvestmentMethodPremiumsToBePaidInNextTwelveMonths,1,6,6.0,USD
LifeSettlementContractsInvestmentMethodPremiumsToBePaidInYearFive,1,6,6.0,USD
LifeSettlementContractsInvestmentMethodPremiumsToBePaidInYearFour,1,6,6.0,USD
LifeSettlementContractsInvestmentMethodPremiumsToBePaidInYearThree,1,6,6.0,USD
LifeSettlementContractsInvestmentMethodPremiumsToBePaidInYearTwo,1,6,6.0,USD
LoansAndLeasesReceivableNetReportedAmountConsumer,1,18,18.0,USD
OriginationOfLoanToPurchaseCommonStock,1,9,9.0,USD
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInYearFive,1,5,5.0,USD
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInYearFour,1,5,5.0,USD
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInYearThree,1,5,5.0,USD
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInYearTwo,1,5,5.0,USD
LifeSettlementContractsInvestmentMethodFaceValueMaturingAfterYearFive,1,5,5.0,USD
StockOptionExercisePriceIncrease,1,1,1.0,USD/shares
DebtSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairment,1,16,16.0,USD
IncreaseDecreaseInDueToAffiliatesCurrent,1,1,1.0,USD
RegistrationPaymentArrangementMaximumPotentialConsideration,1,2,2.0,USD
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingAfterYearFive,1,5,5.0,USD
LifeSettlementContractsInvestmentMethodCarryingAmountMaturingInNextTwelveMonths,1,1,1.0,USD
LeasingCommissionsExpense,1,2,2.0,USD
LoansHeldForSaleConsumerHomeEquity,1,1,1.0,USD
IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,1,8,8.0,USD
LongDurationContractsAssumptionsByProductAndGuaranteeEstimatedAverageInvestmentYield,1,6,6.0,pure
PresentValueOfFutureInsuranceProfitsImpairmentWritedown1,1,2,2.0,USD
ProceedsFromLoanAndLeaseOriginationsAndPrincipalCollections,1,34,34.0,USD
PresentValueOfFutureInsuranceProfitsPercentageOfAmortizationExpenseYearThree,1,5,5.0,pure
PresentValueOfFutureInsuranceProfitsPercentageOfAmortizationExpenseYearTwo,1,5,5.0,pure
PreferredStockConversionsInducements,1,3,3.0,USD
ReorganizationValueCashInExcessOfNormalOperatingNeeds,1,1,1.0,USD
SegmentReportingInformationAccountsReceivableNet,1,1,1.0,USD
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiumsOther,1,2,2.0,USD
ContractReceivableRetainageDueInNextRollingTwelveMonths,1,14,14.0,USD
ServicingAssetAtAmortizedCostOtherThanTemporaryImpairments,1,4,4.0,USD
OtherPremiumRevenueNet,1,53,53.0,USD
PolicyholderBenefitsAndClaimsIncurredLifeAndAnnuity,1,98,98.0,USD
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationOptionsIssued1,1,6,6.0,shares
OtherReceivableBeforeAllowanceForCreditLossNoncurrent,1,6,6.0,USD
LoansAndLeasesReceivableForeignCommercial,1,10,10.0,USD
InterestAndFeeIncomeLoansTradeFinancing,1,75,75.0,USD
OtherInventoryPurchasedGoods,1,114,114.0,USD
LiabilityPremiumDeficiencyTestingOnLongDurationContractAnticipatedInvestmentIncomeAmount,1,1,1.0,USD
ValuationAllowanceForImpairmentOfRecognizedServicingAssetsAggregateWriteDowns,1,4,4.0,USD
TrusteeFees,1,7,7.0,USD
DebtSecuritiesHeldToMaturityAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLossMaturityWithoutSingleMaturityDate,1,8,8.0,USD
FiniteLivedCoreDepositsGross,1,3,3.0,USD
GainLossOnComponentsExcludedFromAssessmentOfCreditRiskHedgeEffectiveness,1,32,32.0,USD
IncreaseDecreaseInTimeDepositsOf100000OrMore,1,58,58.0,USD
FairValueLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInInvestmentIncome,1,8,8.0,USD
FeesAndCommissionsTransferAgent,1,126,126.0,USD
LifeSettlementContractsInvestmentMethodFaceValueMaturingInNextTwelveMonths,1,1,1.0,USD
LifeSettlementContractsInvestmentMethodFaceValueMaturingInYearFive,1,5,5.0,USD
LifeSettlementContractsInvestmentMethodFaceValueMaturingInYearFour,1,5,5.0,USD
LifeSettlementContractsInvestmentMethodFaceValueMaturingInYearThree,1,5,5.0,USD
LifeSettlementContractsInvestmentMethodFaceValueMaturingInYearTwo,1,5,5.0,USD
LifeSettlementContractsInvestmentMethodNumberOfContractsMaturingAfterYearFive,1,5,5.0,item
LifeSettlementContractsInvestmentMethodNumberOfContractsMaturingInNextTwelveMonths,1,5,5.0,item
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesCommercialOutstandingBalance,1,2,2.0,USD
LossContingencyAccrualProductLiabilityUndiscountedDueInFifthYear,1,4,4.0,USD
LossContingencyAccrualProductLiabilityUndiscountedDueInFourthYear,1,4,4.0,USD
LossContingencyAccrualProductLiabilityUndiscountedDueInSecondYear,1,4,4.0,USD
LossContingencyAccrualProductLiabilityUndiscountedDueInThirdYear,1,4,4.0,USD
DueToAffiliate,1,2,2.0,USD
EquityRestrictions,1,12,12.0,USD
FairValueLiabilitiesMeasuredOnRecurringBasisGainLossIncludedInTradingRevenue,1,1,1.0,USD
LifeInsuranceAssumedRatio,1,17,17.0,pure
GuaranteeObligationsLiquidationProceeds,1,3,3.0,USD
InterestAndFeeIncomeLoansConsumer,1,67,67.0,USD
NondebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,1,1,1.0,USD
OtherMaterialNoncashItems,1,19,19.0,USD
PolicyholderBenefitsAndClaimsIncurredOther,1,194,194.0,USD
PremiumIncomeSubjectToParticipationThroughReinsurancePercentage,1,3,3.0,pure
PremiumsEarnedNetOtherInsurance,1,65,65.0,USD
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesOtherThanTemporaryImpairmentCharges,1,1,1.0,USD
CustomerAdvancesOrDepositsNoncurrent,1,12,12.0,USD
CommonStocksIncludingAdditionalPaidInCapitalNetOfDiscount,1,10,10.0,USD
CashFlowHedgeGainReclassifiedToInvestmentIncome,1,8,8.0,USD
CertainLoansAcquiredInTransferAccountedForAsHeldToMaturityDebtSecuritiesAccretableYieldDisposalsOfLoans,1,6,6.0,USD
LossContingencyAccrualProductLiabilityUndiscountedDueAfterFifthYear,1,4,4.0,USD
BankingFeesAndCommissions,1,18,18.0,USD
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodCommercialCashFlowsExpectedToBeCollectedAtAcquisition,1,8,8.0,USD
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAcquiredDuringPeriodCommercialContractuallyRequiredPaymentsReceivableAtAcquisition,1,9,9.0,USD
FederalStateAndLocalIncomeTaxExpenseBenefitContinuingOperations,1,9,9.0,USD
DebtInstrumentSinkingFundAmount,1,2,2.0,USD
DeferredPurchasedPowerCosts,1,29,29.0,USD
ElectricalTransmissionRevenue,1,32,32.0,USD
InvestmentOwnedUnrealizedAppreciation,1,8,8.0,USD
InvestmentOwnedUnrealizedDepreciation,1,8,8.0,USD
LoansReceivableWithFixedRatesOfInterest,1,8,8.0,USD
LoansReceivableWithVariableRatesOfInterest,1,8,8.0,USD
ScheduleOfInsuredFinancialObligationsWithCreditDeteriorationInsuredContractualPaymentsOutstanding,1,1,1.0,USD
InvestmentsInAndAdvancesToAffiliatesAtFairValueGrossReductions,1,2,2.0,USD
ProceedsFromDepositsFromCustomers,1,36,36.0,USD
ProductLiabilityContingencyAccrualDiscountRate,1,1,1.0,pure
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet,1,2,2.0,USD
ContractWithCustomerReceivableBeforeAllowanceForCreditLossNoncurrent,1,8,8.0,USD
InterestIncomePurchasedReceivables,1,3,3.0,USD
InventoryAmountUnpricedChangeOrdersForLongTermContractsOrPrograms,1,2,2.0,USD
GeneralPartnersContributedCapital,1,5,5.0,USD
NaturalGasMidstreamCosts,1,15,15.0,USD
OilAndGasDeliveryCommitmentsAndContractsDailyProduction,1,1,1.0,bbl
PartnersCapitalAccountDeferredCompensation,1,2,2.0,USD
InterestBearingForeignDepositCertificatesOfDeposits,1,4,4.0,USD
LoansAndLeasesReceivableForeign,1,4,4.0,USD
EquityClassifiedWrittenCallOptionModificationEquityIssuanceIncreaseDecreaseInEquityAmount,1,6,6.0,USD
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToNoncontrollingInterest,1,1,1.0,USD
OtherOwnershipInterestsValue,1,20,20.0,USD
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationPercentageOfAmountAmortizedYearFour,1,5,5.0,pure
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationPercentageOfAmountAmortizedYearOne,1,5,5.0,pure
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationPercentageOfAmountAmortizedYearThree,1,5,5.0,pure
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationPercentageOfAmountAmortizedYearTwo,1,5,5.0,pure
PreferredStockAdditionalSeriesValue,1,2,2.0,USD
AdministrativeFeesExpense,1,3,3.0,USD
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesProvisionForLoanLosses,1,3,3.0,USD
DirectToTelevisionFilmCostsPreproduction,1,19,19.0,USD
OtherLoansPayableCurrent,1,18,18.0,USD
TheatricalFilmCostsPreproduction,1,6,6.0,USD
HeldToMaturitySecuritiesInUnrealizedLossPositionsQualitativeDisclosureOtherDefaultRate,1,1,1.0,pure
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareLiquidatingInvestmentRemainingPeriod,1,4,4.0,"pure, Y"
FairValueLiabilitiesMeasuredOnRecurringBasisDebtInstrumentValuationTechniquesChangeInTechniqueQuantificationOfEffect,1,1,1.0,USD
ReverseRepurchaseAgreementsSegregatedUnderSecuritiesExchangeCommissionRegulation,1,20,20.0,USD
FairValueInputsCounterpartyCreditRisk,1,22,22.0,pure
ContractsReceivableClaimsAndUncertainAmountsExpectedToBeCollectedWithinOneYear,1,18,18.0,USD
FairValueLiabilityRecurringBasisStillHeldUnrealizedGainLossOci,1,32,32.0,USD
InterestRateDerivativeInstrumentsNotDesignatedAsHedgingInstrumentsAtFairValueNet,1,2,2.0,USD
IncomeLossBeforeCumulativeEffectOfChangeInAccountingPrinciple,1,8,8.0,USD
AverageSalesPrices,1,2,2.0,USD/bbl
CostOfServicesOilAndGas,1,13,13.0,USD
GasAndOilAreaDevelopedGross,1,3,3.0,acre
GasAndOilAreaDevelopedNet,1,3,3.0,acre
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombinationPercentageOfAmountAmortizedYearFive,1,5,5.0,pure
FairValueLiabilitiesMeasuredOnRecurringBasisCommitments,1,6,6.0,USD
FairValueOptionDisclosuresRelatedToElectionItemsExistingAtEffectiveDateCommitments,1,4,4.0,USD
LiabilityForPolicyholderContractDepositsInterestRateDeferredAnnuityHighEnd,1,1,1.0,pure
LiabilityForPolicyholderContractDepositsInterestRateDeferredAnnuityLowEnd,1,1,1.0,pure
PropertyManagementFeePercentFee,1,14,14.0,pure
RealEstateOwnedValuationAllowanceComponent,1,1,1.0,USD
DividendAndInterestReceivable,1,2,2.0,USD
DeductionsCharges,1,1,1.0,USD
DisposalGroupIncludingDiscontinuedOperationPostretirementPlanBenefitObligationCurrent,1,5,5.0,USD
DividendsCommonStockPaidinkind,1,8,8.0,USD
OtherDeductionsAndCharges,1,1,1.0,USD
LoansAndLeasesReceivableNetReportedAmountOther,1,46,46.0,USD
NoninterestbearingDomesticDepositOther,1,34,34.0,USD
ProceedsFromSecuritizationsOfCreditCards,1,17,17.0,USD
OtherDeductionsOrAllowableCredits,1,1,1.0,USD
SharesSubjectToMandatoryRedemptionSettlementTermsNumberOfShares,1,1,1.0,shares
TemporaryEquityShareSubscriptions,1,15,15.0,shares
VariableInterestEntityConsolidatedAssetsNotPledged,1,8,8.0,USD
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInInvestmentIncome,1,19,19.0,USD
FinancingReceivableUnamortizedLoanFeeCost,1,28,28.0,USD
EffectOfFourthQuarterEventsAmount,1,1,1.0,USD
NoninterestExpensePrintingAndFulfillment,1,8,8.0,USD
AffordableHousingProgramObligation,1,1,1.0,USD
AmountAvailableForDividendDistributionWithoutAffectingCapitalAdequacyRequirements,1,5,5.0,USD
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingPeriodIncreaseDecreaseWeightedAverageExercisePrice,1,1,1.0,USD/shares
BankingRegulationCapitalConservationBufferTotalRiskBasedCapitalActual,1,4,4.0,pure
InterestIncomeSecuritiesOtherUSGovernment,1,4,4.0,USD
AssetAcquisitionConsiderationTransferredOtherAssets,1,64,64.0,USD
GainLossOnCondemnation,1,5,5.0,USD
NoncashOrPartNoncashAcquisitionAccountsReceivableAcquired,1,1,1.0,USD
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseDepreciationAndAmortization,1,177,177.0,pure
PublicUtilitiesApprovedEquityCapitalStructurePercentage,1,1,1.0,pure
PublicUtilitiesApprovedRateIncreaseDecreaseAmount,1,5,5.0,USD
QuarterlyFinancialInformationQuarterlyChargesAndCreditsAmountReconcilingToPreviouslyReportedResults,1,1,1.0,USD
CostOfGoodsSoldOilAndGas,1,39,39.0,USD
DerivativeFloorPrice,1,1,1.0,USD/bbl
DerivativeNonmonetaryNotionalAmountPricePerBarrel,1,9,9.0,"USD/BBL, USD/bbl, USD"
ExplorationAndProductionCosts,1,50,50.0,USD
ExploratoryWellsDrilledNetProductive,1,15,15.0,"Well, pure, USD"
UnderlyingDerivativeVolume,1,12,12.0,USD/bbl
DerivativesUsedInNetInvestmentHedgeGainLossReclassifiedToEarningsNetOfTax,1,8,8.0,USD
DeferredPolicyAcquisitionCostAmortizationExpenseEffectOfAdjustmentsToEstimatedGrossProfitOrEstimatedGrossMargin,1,3,3.0,USD
DeferredPolicyAcquisitionCostForeignCurrencyTranslationAdjustment,1,8,8.0,USD
DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfits,1,64,64.0,USD
DeferredSalesInducementsPeriodIncreaseDecrease,1,2,2.0,USD
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresWeightedAverageInterestRate,1,8,8.0,pure
ServicingLiabilityAtFairValueAmount,1,5,5.0,USD
DisposalGroupAssetsOfBusinessTransferredUnderContractualArrangement,1,6,6.0,USD
FairValueOptionDisclosuresRelatedToElectionItemsExistingAtEffectiveDateBorrowings,1,6,6.0,USD
FederalHomeLoanBankAdvancesAffordableHousingProgramPrincipalOutstanding,1,8,8.0,USD
FederalHomeLoanBankBorrowingsFairValueDisclosure,1,2,2.0,USD
RedeemablePreferredStockIncreaseDecreaseInCarryingAmount,1,5,5.0,USD
SalesAllowancesPriceProtection,1,4,4.0,USD
CumulativeEffectAdjustmentGrossLosses,1,2,2.0,USD
DebtSecuritiesHeldToMaturitySoldAmount,1,2,2.0,USD
IncentiveToLessee,1,1,1.0,USD
LiabilitiesSubjectToCompromiseAsbestosObligations,1,2,2.0,USD
NetAmountAtRiskByProductAndGuaranteeGeneralAccountValue,1,29,29.0,USD
LongTermPollutionControlBond,1,1,1.0,USD
ProceedsFromSaleAndCollectionOfLeaseReceivables,1,9,9.0,USD
SecuritiesPurchasedUnderAgreementsToResellAllowanceForCreditLoss,1,25,25.0,USD
NoninterestExpenseTransferAgentAndCustodianFees,1,110,110.0,USD
IncreaseDecreaseInOtherInsuranceLiabilities,1,6,6.0,USD
CapitalUnits,1,1,1.0,USD
EnergyMarketingContractLiabilitiesNoncurrent,1,90,90.0,USD
StockIssuedDuringPeriodSharesIssuedForCash,1,1,1.0,shares
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAmortizationExpensePeriodIncreaseDecrease,1,1,1.0,USD
AccumulatedOtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTax,1,14,14.0,USD
NetAmountAtRiskByProductAndGuaranteeNetAmountAtRiskAtAnnuitization,1,20,20.0,USD
OtherComprehensiveLossHeldToMaturitySecurityOttiAfterTaxAndAdjustments,1,6,6.0,USD
OtherThanTemporaryImpairmentLossesInvestmentsReclassificationAdjustmentOfNoncreditPortionIncludedInNetIncomeAvailabeforsaleSecuritiesBeforeTax,1,43,43.0,USD
PartnersCapitalDistributionAmountPerShare,1,1,1.0,USD/shares
ReinsuranceRecoverableGuaranteeBenefits,1,17,17.0,USD
ReverseRepurchaseAgreementsSegregatedUnderOtherRegulations,1,1,1.0,USD
SalvageAndSubrogationRecoveriesValue,1,1,1.0,USD
SecuredDebtDollarRolls,1,10,10.0,USD
ServicingAssetMeasurementInput,1,1,1.0,pure
TradingSecuritiesEquityCost,1,4,4.0,USD
DiscontinuedOperationTaxEffectOfOtherIncomeLossFromDispositionOfDiscontinuedOperation,1,51,51.0,USD
FlightEquipmentNet,1,17,17.0,USD
MultiemployerPlansMinimumContribution,1,2,2.0,USD
FederalHomeLoanBankAdvancesBranchOfFHLBBankInterestRate,1,1,1.0,pure
OwnshareLendingArrangementSharesOutstandingValue,1,1,1.0,USD
PublicUtilitiesPropertyPlantAndEquipmentNuclearFuelUnderCapitalLease,1,14,14.0,USD
MultiemployerPlanPensionInsignificantAccumulatedBenefitObligation,1,6,6.0,USD
MultiemployerPlanPensionInsignificantPlanAsset,1,6,6.0,USD
ForwardContractIndexedToEquitySettlementShareFairValuePerShare,1,5,5.0,USD/shares
RealEstatePartnershipInvestmentSubsidiariesNetIncomeLossBeforeTax,1,3,3.0,USD
ContributionsInAidOfConstruction,1,116,116.0,USD
MultiemployerPlansAccumulatedBenefitObligation,1,9,9.0,USD
MultiemployerPlansPlanAssets,1,9,9.0,USD
RelatedPartyDebtNoncurrent,1,2,2.0,USD
SecuredDemandNoteDeficiency,1,1,1.0,USD
GeneralAndAdministrativeCostsInInventoryAmountRemaining,1,28,28.0,USD
IncreaseDecreaseInPrepaidRoyalties,1,11,11.0,USD
GainLossOnForeignCurrencyFairValueHedgeIneffectiveness,1,2,2.0,USD
IncreaseDecreaseInIndustryFundObligation,1,2,2.0,"EUR, USD"
ProceedsFromMaturitiesPrepaymentsAndCallsOfMortgageBackedSecuritiesMBS,1,4,4.0,USD
RealEstateLiabilitiesAssociatedWithAssetsHeldForDevelopmentAndSale,1,8,8.0,USD
RedeemablePreferredStockSharesAuthorized,1,8,8.0,shares
TimeSharingTransactionsDirectWriteOffsChargedAgainstAllowance,1,27,27.0,USD
TimeSharingTransactionsStatedInterestRatesForNotesReceivableMaximum,1,6,6.0,Rate
TimeSharingTransactionsStatedInterestRatesForNotesReceivableMinimum,1,6,6.0,Rate
TimeSharingTransactionsWeightedAverageOfStatedInterestRatesForNotesReceivable1,1,6,6.0,Rate
MultiemployerPlanPensionSignificantAccumulatedBenefitObligation,1,2,2.0,USD
MultiemployerPlanPensionSignificantPlanAsset,1,2,2.0,USD
MunicipalInvestmentAgreements,1,2,2.0,USD
RefundableGasCosts,1,24,24.0,USD
UnrealizedGainLossOnPriceRiskFairValueHedgingInstruments,1,18,18.0,USD
SharesSubjectToMandatoryRedemptionSettlementTermsMaximumNumberOfShares,1,11,11.0,shares
SponsorFees,1,4,4.0,USD
StandardizedMeasureOfDiscountedFutureNetCashFlowRelatingToProvedOilAndGasReserves,1,4,4.0,USD
ValueOfPropertiesOtherThanThatAttributableToProvedReserves,1,2,2.0,USD
ProceedsFromFeesReceived,1,130,130.0,USD
SupplementalInformationForPropertyCasualtyInsuranceUnderwritersInterestRateAtWhichDiscountComputed,1,4,4.0,pure
DistributionsPerGeneralPartnershipUnitOutstanding,1,1,1.0,USD/shares
GasPurchaseContractNet,1,1,1.0,USD
CapitalLeasesIncomeStatementSalesTypeLeaseRevenue,1,3,3.0,USD
DistributionsPerLimitedPartnershipUnitOutstanding,1,36,36.0,USD/shares
LongTermDebtComponentsMortgageLoans,1,16,16.0,USD
AssetRecoveryDamagedPropertyCostsNoncurrent,1,2,2.0,USD
AmountOfRegulatoryCostsNotYetApproved,1,86,86.0,USD
CustomerRefundableFeesRefundPayments1,1,1,1.0,USD
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,1,1,1.0,USD
InterestIncomeSecuritiesMortgageBacked,1,3,3.0,USD
DeferredFinanceCostsOwnShareLendingArrangementIssuanceCostsAmortizationExpense1,1,32,32.0,USD
DueFromJointVenturesCurrent,1,4,4.0,USD
EquitySecurityFvNiContractualSaleRestriction,1,2,2.0,USD
MembershipsInExchangesOwned,1,72,72.0,USD
GoodwillImpairedAdjustmentToInitialEstimateAmount,1,7,7.0,USD
ProvedDevelopedAndUndevelopedReserveNetEnergyPeriodIncreaseDecrease,1,6,6.0,Bcfe
